,reviews,ratings
186,"We start off with a fiesty young nurse Betsy (Frances Dee) being offered a job to care for a patient on an island in the West Indies. The patient is Jessica, wife to the plantation owner Paul Holland (Tom Conway). Jessica is a near ghost of a human being, she shows no sign of life on her beautiful face, and is unresponsive to any form of communication. She is prone to creepy episodes of night walking however, that gives our plucky young nurse course to believe there is something more sinister going on here. Rumours are abound about what happened to the poor Jessica, and it looks like her husbands brother is somehow involved in her catatonic state. Will the island's voodoo priests be able to save Jessica, or is it to blame for her state in the first place? If you are expecting some modern style gut ripping zombie action, then get out of here. Go watch Nightmare City 5 times in a row as a penance! This one is all about the atmosphere. It never quite turns into out and out horror like a lot of the Universal films that went before it, but that doesn't mean it ain't got it's own creepy charm. Many scenes stick out, the midnight walk to the old building with the winding staircase, the night time journey to the voodoo church in which the girls encounter the creepiest black man ever before Michael Jackson took that title, and the unusual finale are all favorites.

Indeed, Lewton is probably best known for getting the most out of brooding atmosphere and shadows than full on shockfests, and that's why his films are still loved today. I walked with a Zombie's story is told in a dreamlike fashion, with many of the characters pasts hinted at. We are never given a full explanation for why or how jessica ended up the way she did, the mystery is allowed to live amongst the darkness and through the native songs on the island.

Val Lewton had many hits whilst producing horror for RKO, and this is amongst the fan favorites. Director Tourneur went on to make an even big hit in horror a few years later with Night of the Demon . Thanks to the wonderful boxsets available, new generations can still discover these old gems for themselves, even if their creators have long since stumbled off to that great big graveyard in the sky.",8
187,"Betsy Connell is a Canadian nurse, who's hired to take care for Jessica Holland.She's the wife of Paul Holland, the owner of a sugar plantation on the Caribbean island of Saint Sebastian.The place is populated by descendants of African slaves and a small white community of doctors and officials.Betsy also meets Paul's half-brother Wesley Rand and their mutual mother, Mrs. Rand.Betsy's being told that Jessica's sleepwalking condition is caused by an incurable tropical fever.But there's something else about her.It seems she's living-dead, a zombie.Jacques Tourneur is the director of I Walked with a Zombie (1943).The acting is brilliant.James Ellison plays Wesley Rand.Frances Dee is Betsy Connell.Tom Conway plays the part of Paul Holland.Edith Barrett is Mrs. Rand.The part of Jessica Holland is played by Christine Gordon.Theresa Harris portrays Alma-Maid.Sir Lancelot is a calypso singer, who sings the truth in his lyrics.It's the atmosphere that makes this a really good horror movie.It's really haunting when Betsy goes walking with Jessica to see those voodoo people in the night.This old horror movie is really worth seeing.",9
188,"Well the original meaning of a zombie is not a dead creature that is brought back to life or became a flesh eating monster due to a virus as in today's tales, but is it is a human that has no more will of his own and is directed by witchcraft in this case voodoo. That is what we see with the blonde lady and also the black guard with his big eyes. Well the voodoo scenes are done really well and that is why I pass this movie. However it falls pretty flat in story and characters. None of them is remarkable and the dramatic story with relationship intrigues is just as uninteresting as the standard soap opera. Besides there is too many characters involved which made the whole pretty tedious to watch. The location was nice though.",5
189,This is a clever take on Jayne Eyre by a great producer-director team Val Lewton and Jacques Tourneur who made several films for a stick of gum in the early forties and obtained 90 per cent of their effects by allowing the viewers imagination to stand in for cgi which was still decades in the future. Tom Conway may have only had a voice and suavity in common with his brother George Sanders but he makes a half-decent fist of the Rochester role and it's a great chance to catch the elusive Frances Dee as the Jane Eyre figure. She married Joel McCrea in the early thirties and didn't work nearly enough post-nuptials despite being a talented actress and a looker with it. Decent B-picture.,6
190,"""I Walked with a Zombie"" is actually nothing more than an average early horror movie with a simple story. Still the movie is a good one, thanks to the very atmospheric and creepy mood.

The movie is very much like horror movies from the 70's, so in a way it was ahead of its time. The fact that this movie is about a zombie also indicates that it was ahead of its time. Zombie movies became extremely popular again later in the 70's. It's not the first zombie movie (I think that was ""White Zombie"" from 1932 with Bela Lugosi?) but it certainly is one of the most memorable ones.

It's pretty obvious that the movie wasn't shot in the West-Indies and it's some obvious studio work but with World War II still going on that is no wonder of course.

The acting isn't really anything special and so isn't the story like I mentioned before but it is the atmosphere, with its creepy voodoo drums, that makes this movie work.

7/10

http://bobafett1138.blogspot.com/",7
191,"I Walked with a Zombie was a good movie, not because it was scary, but because, like most pre-70s Horror movies, it was totally explained.

The 1940s concept of a zombie was interesting, especially the way that the movie also explored themes of voodoo.

The nurse was pretty, but unlike many other movies of the time, she was not stupid, in fact, quite the opposite.

A good viewing, but despite all the good points, I walked with a zombie is a little dated by todays standards.",7
192,"Producer Val Lewton made some of the most intelligent horror films of the classic period. Along with ""CAT PEOPLE"" and ""THE LEOPARD MAN,"" ""I WALKED WITH A ZOMBIE"" is an atmospheric tale, a masterpiece of psychological horror. Lewton's films always left the viewer to analyse the information presented and to decide for themselves exactly what it was they saw...or thought they saw.

Frances Dee (not to be confused with Sandra Dee), plays Betsy Connell, a Canadian nurse who accepts a job looking after the wife of a sugar cane farmer (Tom Conway) in the West Indies. The farmer's half-brother (James Ellison) also lives son the plantation and is the classic tortured soul, drowning his mysterious sorrows in alcohol. The stricken wife is a beautiful woman who seems to be in a trance. She cannot speak or think...but can follow simple commands. As Betsy settles into life at the plantation and gets to know the family and the native servants, she slowly starts to realize that not all is as it seems. There is some horrible past event that has somehow caused the wife's condition, the half-brothers despair, and the hardening of the farmer's heart. Discovering the source of all that is wrong at the plantation leads her into the mysterious world of Voodoo and zombies.

The screenplay, co-written by Curt Siodmak (the same man who wrote the classics ""THE WOLF MAN,"" ""FRANKENSTEIN MEETS THE WOLF MAN,"" ""SON OF DRACULA,"" and ""THE BEAST WITH FIVE FINGERS""), is loosely based on the classic novel ""Jane Eyre."" ""I WALKED WITH A ZOMBIE"" is a great film, full of eerie atmosphere (the scene where Frances Dee walks up the stone staircase in the tower is a classic of creepiness) and psychological terror, and that guy with the weird eyes is just too freaky! If you can get your hands on a copy of this wonderful classic, you'll be glad you did.",
193,"Great title but I walked with a Zombie is a dull film and even at a running time of 70 minutes it felt too long. It is also not a horror film.

The film is actually a loose adaptation of Jane Eyre as a nurse arrives at a Caribbean island to take care of a sugar plantation owner's mentally disturbed wife who is living in a vegetative state. She has somehow been entranced but can walk at night.

The island has voodoo rituals and the nurse discovers that two half brothers competed for the woman's love. One married her but she planned to run away with the other. The mother a devout Christian herself turned to voodooism to cast a spell on her.

There was so much that could had been done with an interesting premise, calypso beats and a refreshing take on a Creole island culture but the film is so dull. It seems the film itself is inanimate.",3
194,"Before there were horror movies there were horror books, gothic novels. Two of the greatest were written by women, Mary Shelley's Frankenstein and Ann Radcliffe's The Mysteries of Udolpho. Gothic tales came in two varieties: those in which the horror (Frankenstein) is real, and those in which the supernatural (Udolpho's haunted castle) is only seeming but resolves into a natural cause. Henry James in The Turn of the Screw created a third variation. Is the supernatural imagined or real? We never know. Val Lewton, better than anybody, brought that variation to films, his trilogy of fantasy. Is the were-cat in ""Cat People"" real? Or is it a figment in the disturbed mind of its alter ego Irena? Does Irena's ghost return in ""Curse of the Cat People?"" Or is it a little girl's imaginary friend conjured up out of old photos of a beautiful woman and a name overheard in whispered conversation? Is there a zombie in ""I Walked with a Zombie?"" Or is it a woman whose illness has affected her brain? She has not died, the doctor points out. How can she be a walking dead? She doesn't bleed when stabbed. How can she be alive? It is a question of faith. The grim figurehead, perpetually covered with dripping water as if with blood, represents St. Sebastian. Shot by arrows, he died. But he lived. His nurse, St. Irene, saved him - resurrected him - until he died again. (Screenwriter Curt Siodmak might as well have named Frances Dee's nurse Betsy Irene. Maybe better not. Too obvious.)

The beauty of these films is to leave all unanswered. Wake up from a waking dream and believe what you want. Perhaps the spectral aberrations are meant to be real. I prefer to see them as projections, the products of powerful, disturbed emotions. In ""I Walked with a Zombie"" they are manifestations of guilt and isolation. White people on the tiny Caribbean island are the dominant caste. They own the land. Their ancestors had brought the slaves to work that land, as they still do though no longer slaves. The whites continue to live apart. Their villa is called ""The Fort."" The sinister slave-ship figurehead, Ti-Misery, still presides over it. The memory of inherited guilt and sense of present isolation have twisted Paul Holland. He lives in a tropical paradise. He sees death and decay. ""Everything dies here,"" he tells Betsy. The ocean glows phosphorescent. He thinks of the putrefying residue of a million millions of plankton. Remembrance of past suffering haunts him. A baby is born. Black people lament. ""The misery and pain of slavery,"" he says. ""They weep when a baby is born and make merry at a burial."" Mrs. Rand, a missionary's widow, should repugn the native belief. She joins it. She prays to its god. The African faith surrounds her. It overcomes her. She calls to the sentinel Carrefour. His name means what he is, the Crossroads between two worlds, civilization and exaltation. She crosses over. The zombie is her projection. She herself, she believes, has conjured it.

The acting is superb all around, Frances Dee (her opening voice-over narration is particularly affecting), James Ellison, Tom Conway, Theresa Harris. Edith Barrett, as always, stands out. She adds a flicker of that mental instability, especially in her confession scene, that she did so memorably in ""Ladies in Retirement."" It's sad to recall her own later similar suffering. The most striking performance - no facetiousness intended - in my opinion is that of Christine Gordon as the catatonic Jessica Holland. I know. What performance? you ask. She has only to adopt a look and maintain it for the movie. Yes. But what a look! Watch her face closely, as she waits immobile at the voodoo ceremony, as she stands blocked at the iron gate. It is not the cliched look. There is not a staring, transfixed gaze, as of one whose mind has been hijacked, or mesmerized. It is the look of one who has no mind - totally blank, not possessed or bewitched but empty. That requires genius to achieve, to seem to have erased every thought, even the thought of having erased every thought. I can only imagine the auditions for the part. ""Now turn to the camera, Miss X, and let me see you empty your mind."" How many screen tests must they have done before finding one actress who could do it? Her head slightly cocked to the side, eyes subtly downcast, her features supremely, unutterably vacant, voicelessly, she steals the film, even from Edith Barrett.

The whole film, from the opening shot, figures moving along a moonlit beach, to the dreamlike image of two women walking at midnight through windswept sugar cane fields, is a masterpiece. Wesley enters the sea holding Jessica's dead body. I see The Turn of the Screw, the governess cradling a dead boy. What killed little Miles? Was Jessica already dead when she died? We'll never know.",10
195,"A nurse (Frances Dee) comes to the West Indies to help two brothers (Tom Conway and James Ellison) tend to the older of the two's wife (Christine Gordon), who is stuck in a perpetual trancelike state. Her doctor is mystified, but it's clear that voodoo from the locals must be involved. There are some nice scenes at night in the film, such as a walk through the rustling sugarcane fields, which evoke a dreamy and gothic feeling. The characters involved in the voodoo itself are fantastic, most notably, the solemn Carrefour (guardian of the crossroads), played by Darby Jones, who has an extraordinary appearance. He alone makes the film worth seeing, especially as it's so short at 69 minutes, but it's also great to briefly see the voodoo dancers.

Unfortunately, the film's three main characters are all uninspiring, wandering through this script as if they were the ones who were zombies, at least emotionally. A love is supposed to develop between Dee and Conway, which isn't based on anything we can possibly see, and is therefore unbelievable. The character actions also seem hard to believe at times as well, for example, when they discover the wife doesn't bleed when cut, nothing is done with this information. As in 'Cat People' (1942), also directed by Jacques Tourneur, there are some really nice, eerie moments in this film, but the rest of it is too understated for my taste, and lacking in emotion.",6
196,"For a Quick and Crash Course in Horror Films, here is a Succinct and Workable Formula. For the 1930's, Universal...For the 1940's, Val Lewton...For the 1950's, Hammer. That's it. These were the Films that Defined the Genre Before the 1960's, where Starting with Psycho (1960), the Roger Corman Poe Films, and then Later, After the Code Breakdown, All Hell Broke Loose.

This is One of those Val Lewton Movies. Along with Cat People (1942) and The Seventh Victim (1943), Often Sighted as the Best. A Dreamlike, Hypnotic, Melancholic Movie, it is Quite Different and Distinctive, and as a Side Note, the Black Cast is Given a Straightforward Respect that was Unheard of in the Forties.

There are Many Scenes and Set-Pieces that Make this a Gem. The Relentless Downbeat Tone is Ominous and Oppressive. Things Move and Dialog is Spoken Almost at Half-Speed as the Film is Forever in a Nether World of Sleepwalking Superstition with Characters that All have a Dark Side.

It is a Film Out of its Time. So Decidedly Different and Haunting that when Viewed Today, can be Unsettling Despite the Absence of Gore that has Become Synonymous with the Zombie Genre. This is Not Logical or Rational, in Fact just the Opposite and Therein Lies the Appeal.

It is Interesting to Note an Outrage by the New York Times Critic of the Day...Released in the Middle of WWII it Made the Reviewer Lose All Sense of Proportion and in the Paper's Coverage of the Movie when it was Released Said This

Quoting the The New York Times1943

""But to this spectator, at least, it proved to be a dull, disgusting exaggeration of an unhealthy, abnormal concept of life. If the Hays office feels it has a duty to protect the morals of movie-goers by protesting the use of such expressions as ""hell"" and ""damn"" in purposeful dramas like ""In Which We Serve"" and ""We Are the Marines,"" then how much more important is its duty to safeguard the youth of the land from the sort of stuff and nonsense that their minds will absorb from viewing ""I Walked With a Zombie""? ? ?""",10
197,"Tourneur's horror movies were psychological and did not rely much on special effects.That the producers showed the monster in his terrific ""curse of the demon"" marred that movie badly.Part of the terror which Tourneur creates stems from the atmosphere ,and of the characters (Didn't French Simone Simon have a feline face in ""cat people"" ?) ""I walked with a zombie"" is not a ""monsters"" movie:if you are looking for that ,you must move on;it is the story of a curse ,a subject which Tourneur would often treat (""cat people"" ""curse of the demon"" ""leopard man"" ) as his father Maurice did the very same year as ""Cat people"" (""La Main Du Diable"") The singer and his folk song (Shawn Eliott's 1965 hit was based on it)are downright disturbing and there's a nice use of Chopin's music .",
198,"This is arguably the greatest ""B"" budget movie ever made. Even great fans of this movie, as I am, generally agree it's too short. Although you get a lot of exposition for one of these 70 minute 'second features' there is still too much unsaid. For example, just how evil was Jessica, and in what manner (other than the obvious infidelity angle,) how does voodoo work on this British island which is obviously not Haiti, and how come everyone is wearing tweeds or fall skirt outfits on a sub-tropical Caribbean island ??

If you invest in the 5 disc Lewton 'Horror' set the commentaries will tell you a great deal concerning the way these quickies were made at RKO in the forties. For example, producers and directors almost never got to choose the titles of these movies. ""I Walked With a Zombie"" was a title forced on the production by higher-ups. They had purchased it from Hearst's American Weekly which was kind of the ""Globe"" or ""News of the World"" of its day. It is no wonder this title shows up on most lists of the worst titles ever made. But that's the title not the movie.

(Big Spoiler Alert!) There is much debate about the sequence where Wes carries Jessica's body into the surf. Most, but not all, horror mavens say he is committing deliberate suicide. I have an alternate suggestion. Carrefours the zombie is shuffling after them and Wes is trying to escape with Jessica's corpse. Wes enters the surf to escape and gets caught by the tow! Notice that Carrefours does not (cannot?) go into the ocean. No suicide, no problems with the Breen office.

The ""High Concept"" for this movie was ""Jane Eyre in the West Indies"". That should explain away some shortcomings to the viewer of today, but I doubt that that phrase appeared anywhere in the promotional material at the time. The movie was Art slipped by the brass and it made money. That was all that mattered.",10
199,"Enter one nurse from Canada named Betsy Connell sent to Haiti to help nurse an ailing wife of a rich sugar planter. Nurse arrives and discovers that this wife is living yet has no functions of thought...in other words is alive and dead. The husband is a man said to be indifferent to people's feelings, yet he manages somehow to charm his way unwittingly into the heart of Betsy despite the active attempts of his half-brother Wesley to do exactly that. I Walked With a Zombie is an atmospheric soap opera of sorts surrounded by the folklore, trappings, and ritual of a Haiti that believes and practices in voodoo. The two brothers are unlike yet both seem to have wanted the same thing in the past...and both want the same thing now. Their relationship is held together coursely by their mother, played with grace and skill by Edith Barrett. Betsy, lovely Frances Dee, is stuck in between them and soon a rather weird love triangle of sorts forms. As a story the film is only marginally interesting. But the mood that surrounds the film gives this film its rather elevated status amongst horror aficianados. Produced by legendary RKO legend Val Lewton who brought us The Body Snatcher, I Walked with a Zombie has some great visual moments. The zombie woman walking at night in the wind. The zombie woman and Betsy walking in the night to the ceremony only to be met by the most chilling carrefour(played by Darby Jones in what has to be the most memorable role in the entire film). Animals hang from trees adding to the overall make-up of the film. These images were so deftly directed by the great Jacques Tournier that they make this film a winner through atmosphere alone. The acting is decent yet nothing particularly great. Tom Conway as brother Paul is rather over-doing it in his role, but still his performance has some good points. If you want to see a film where atmosphere is the main character and pushes performance and plot a bit to the side then this one is for you.",
200,"I watched The Seventh Victim recently and was disappointed. Some reviews said that I Walked With a Zombie was much better. I liked the atmosphere in I Walked With a Zombie, but the story was a bit hard to follow, for me anyway, and not a whole lot happened. I think I'm done with this genre, for a while anyway.",4
201,"I walked with a Zombie was, if I recall correctly, my first proper horror movie (not counting monster films such as King Kong, etc). I was aged 10 or 11 and I talked my parents into letting me stay up late and watch it on TV (part of the BBC's wonderful Horror Double Bill season, happy days!). Dad stayed up with me but as he dozed in his armchair I was mesmerised by this Val Lewton/Jacques Tourneur classic. I was also scared stiff, the two white ladies walking through the fields of sugarcane late at night, the wind blowing and then the sight of Carrefour, the skinny pop-eyed zombie. Superbly tense and atmospheric. Move on nearly 40 years and the fright aspect seems quite tame. however it still looks and sounds as brilliant as ever. The two women make it to the voodoo ceremony, the excellent lighting and camera work make their white faces strongly stand out amongst the black attendees. This isn't just a horror movie though, it is at least equally if not more so a love story, it looks beautiful in black and white, it wouldn't be the same in colour. It would be another 25 years until director George Romero unleashed flesh eating zombies on the world, I do find it sad that in numerous conversations about the best zombie movies ever made anything pre-1968 very rarely gets a mention. In my opinion, much as I enjoy the flesh eaters, true zombies are those that result from Voodoo and are used as servants/slaves, this and White Zombie being perfect examples.",9
202,"Canadian nurse Betsy Connell arrives on a ship to the West Indies. She has been hired to care for Jessica, the wife of plantation owner Paul Holland. Holland ancestor had brought over many slaves from Africa.

I like the tone and the sense of the white privilege class. I would like more of the black characters early on but they get their chance soon enough. It has a bit of voodoo. It looks relatively good but sometimes, it's a little cheesy. I do like the atmosphere. It has no real action. It's an interesting 40's horror.",6
203,"The cinematography in crisp black and white is excellent; the acting is fine, in particular Frances Dee as Betsy Connell and Theresa Harris as Alma; the lack of music punctuated only by drum beats adds to the tense atmosphere. It's all great... but the story doesn't quite add up. Ambiguity is difficult to carry off in a film (though the producer and director succeeded mightily in 1942's 'Cat People') and at the conclusion of the film I thought, well that was a bittersweet ending but am not sure how we got here. What does it all mean? It's still a gripping movie though.",7
204,"The secret history of Hollywood podcast having ignited an interest in Val Lewton's work within me, I pressed on from a slightly underwhelming experience with ""Cat People"" to watch ""I walked with a Zombie"" - which I did like better.

Betsy (Frances Dee) a young Canadian nurse, heads to a Caribbean island to look after the wife (Christine Gordon) of the owner of a plantation Paul Holland (Tom Conway). The woman has been in a trance like coma, able to walk and eat but not communicate since a mysterious fever struck her. Whilst on the island Betsy begins to fall for Paul, so tries desperately to rehabilitate Jessica, including taking her on the dangerous trip to the local witch doctor, but all is not what it seems.

As I said, I did enjoy ""I Walked with a Zombie"" better than ""Cat People"" - which might be a little sacrilegious in some parts, but I felt that ""I walked With a Zombie"" was a clearer narrative. Aspects of ""Jane Eyre"" and maybe ""Rebecca"" are brought into a story that was inspired by an article about Voodoo from which little more than the title was taken, and forced on Lewton. Even then, I do think that the events of the story could have been clearer and left slightly less to interpretation than they do. There is one aspect of this story that remains unsettling, nearly 80 years later though and that's the bug-eyed voodoo servant played by Darby Jones, who stands motionless in the grasslands until our heroines come near him.

It's a beautifully shot film with some wonderful performances, but just that little bit too mysterious to earn top marks.",7
205,"I WALKED WITH A ZOMBIE stars Tom Conway as Paul Holland, a man whose wife Jessica (Christine Gordon) is either suffering from a rare, tropical illness, or has been turned into a zombie. Set in the West Indies, voodoo could very well be to blame. This Val Lewton / Jacques Tourneur collaboration takes another far fetched idea and makes it not only believable, but downright terrifying! It's all about dread-filled atmosphere, accentuated by the distant heartbeat of ceremonial drums. Eerie, unsettling scenes abound. In particular, the late-night stroll through the sugar cane fields, resulting in an unexpected encounter. An unforgettable, highly influential film...",10
206,"Frances Dee portrays ""Betsy Connell"" a nurse hired to travel to a Caribbean island to care for the catatonic wife of a local plantation owner. Once there, she does her best for the poor woman as she slowly falls in love with the husband ""Paul Holland"" (Tom Conway). She decides she must do what she can to help her charge recover and that involves dealing with the local community and using their voodoo. The film is actually quite thought provoking; it touches on the conversation about continuing to live regardless of the quality of life and it questions the role of traditional (and often religiously ethical medical treatments) against what could be described as more pagan ones. It's eerily shot which means at times quite it can be hard to see what's going on, but is still an interesting horror film with virtually no screaming!",6
207,"Although it is too short, and the zombie appearances are few, I find the film fantastic, with a captivating story, good characters and good special effects. One of the best old horror movies. Highly recommend.",8
208,"In line of previous Jacques Tourneur's Cat People this one is a follow up in same direction, bringing the spooky atmosphere at West Indians island where slavery takes place at this period of time, the black people took their mysticism with them as voodoo, the epic night scene through cane field under the moonlight is quite fantastic when they meet the black man Carrefour, stunning story which has a minor fail, is too short, could be more developed to expand the whole thing, even so deserves a look to all moviefan who likes this genre!!

Resume:

First watch: 2018 / How many: 1 / Source: DVD / Rating: 7.5",7
209,"A Hollywood primordial exploration of the now time-honored zombie trope, running around a svelte 69-minute and with the filmmaker who previously brings us CAT PEOPLE (1942), I WALKED WITH A ZOMBIE holds its own in its compact narrative that takes place in the Caribbean island of Saint Sebastian, where the wife of a sugar plantation owner has slumped into a zombie-like state, viz. a living dead under the spell of voodoo magic.

Audience are whisked onto the tropical land with our heroine, a Canadian nurse Betsy Connell (Dee), who snatches the well-paid job to minister to the aforementioned wife Jessica Holland (Gordon), whose first apparitional appearance is a mild hair-raiser, and instinctively swoons for her hubby, Paul Holland (Conway), a suave gent ailed by a pessimistic streak, the first thing he tells her is that ""everything is putrescent"". As she dedicatedly takes it on herself to bring Jessica back to the living world, a manifestation of her lofty affection to the man she loves, and is out of step with a more plausible self-serving/possessive maneuver that more likely pops up in the context of romantic pursuit, her last resort to work the miracle hinges on the local voodooism, and the most atmospherically stirring sequence is where she chaperones a sleep-walking Jessica across a nocturnal cane field interspersed with memento mori, to attend an occult ceremony and is appalled by the sight of a dead-fish-eyed guardian Carrefour (Jones), an archetypal zombie embodiment that might give viewers at then nightmares.

Directer Jacques Tourneur, cunningly straddles the explanation between scientific diagnosis and ethnic necromancy, also configures a bare-bones JANE EYRE plot to leaven the narrative, although Frances Dee flourishes as a gamely virtuous can-doer, and theater dab-hand Edith Barrett upstages the rest with a layered rendition as Mrs. Rand, Paul's mother, whose evasive culprit identity actually counterpoints her palpable bonhomie, the film per se is too much an obsolete novelty to be seriously reckoned as a masterwork, not even with the help of Sir Lancelot's calypso invention, especially when he is unceremoniously introduced as a Janus-faced fabulist (apologizing first, scandal-disclosing later).",7
210,"I have always been attracted to the Caribbean region and have found it to be a very mysterious corner of the world. For me, a remote Caribbean island not yet corrupted by large-scale, commercial tourism and floating, high rise hotels serves as the perfect setting for a strange and unsettling film such as this. While one reviewer identifies the island as Haiti, no one speaks French or even has a French accent, so it wouldn't be Haiti. Curiously, the ""filming location"" section on IMDb is blank, and I have yet to discover the actual locale.

As was the case with ""Cat People"", produced only one year earlier, Director Tourneur and Producer Lewton worked diligently to create an ominous atmosphere with much success. Deep within the unseen jungle, the unnerving, ceaseless beat of drums haunts the island's rustling cane fields while the hot, debilitating winds hypnotize the island and all of its inhabitants. We never know when to expect the menacing image of Carrefour, a towering zombie with bulging, catatonic eyes, in search of some lost soul, struggling between this world and another. Whether authentic or not, the voodoo ceremony here is captivating and very creepy.

While the whites on the island, specifically the Hollands and the Rands, hold economic power, they are spiritually dominated by the much more powerful, intangible influence of the local, black culture. While the past misery of the island's black enslavement is very clear, none of the local folks seem to be as unhappy as the white planter family. For example, Alma, the maid (Theresa Harris), may cry when her niece is born, but she is among the few characters who manages to maintain an overall bright and sunny outlook on island life, which has become a debilitating prison for most of the white folks.

From start to finish, this is a very intriguing and entertaining movie. For me, the biggest, unresolved mysteries are the unexplained full story behind the mother, Mrs. Rand (Edith Barrett) and the physical attraction of a dish like nurse Betsy to such a gloomy wretch like Paul Holland (Tom Conway), other than the lack of better options available to her. It turns out that Holland needs a young nurse from Ottawa even more than his zombie wife does.",8
211,"Val Lewton and Jacque Tourneur are the forces behind this movie. When we think of zombies, we have a picture in our minds of the characters in ""The Night of the Living Dead"" and numerous movies and TV shows following it, including ""The Walking Dead."" This was made when the zombie was better known as a drink than as a character. This is quite different than what we are used to. A young woman gets a job as a nurse on an island where voodoo is practiced. Her job is to watch after a woman who is pretty much catatonic, who seems to sleepwalk, in a house where there are mysterious circumstances. On the island is a subculture that beats drums and holds meetings doing that voodoo stuff. The woman who is the center of all this has been affected in some way by these people and her husband is also involved in some way. Like many of the Lewton films, it's very low key with incredible atmosphere. I've been wanting to see this film for years and finally had the opportunity.",8
212,"One of the best movies ever made. After viewing it you'll insist that you've just had sex with a zombie and yet you are confused about the implications of it, wary about the ramifications of telling your spouse why your clothing is damp with perspiration.

Or maybe it's the jungle beat, the voodoo stylings, the music of the solemn natives as they dance fever themselves into your psyche, burrowing permanently into a spare crevice of your brain and then forever after waiting waiting and then BAM the pulse of the voodoo demon surfaces into your consciousness and your foot starts tap tap tapping to the brutal thump of the devil drums causing you to instantly strip down to the flesh then quickly don your grass skirt and begin to move furtively, angularly, hips and shoulders loosely grinding to the throbbing ultra low hertz vibration of the walking dead!",10
213,"Frances Dee is a nurse sent to a small island to tend to the lady of the house. But what she wasn't told (at least not right away) is that she is a zombie. Produced by the famous Val Lewton known for his horror movies, this has to be the best of the lot. It is so rich of atmosphere, eeriness, and imposing danger from nearby natives that the viewer feels spooked for no good reason, except that anything can happen anytime to anybody. And, it captures you right from the beginning, and keeps you in knots. This really should be shown in classes in screen writing (and producing) as it includes everything essential to storytelling at its best.

Also starring James Ellison (from ""Charley's Aunt"" with Jack Benny) and Tom Conway (who was George Sanders' brother and who took over the Falcon mystery series from George), this is a must for all true followers of early horror/suspense films. What it may lack in gore or brutal violence, it makes up for in true entertainment, in the fashion of less is more and that can't be bartered with. That is what film lovers demand, and Val Lewton delivers.",9
214,"I enjoyed this more than ""Cat People"", but for some reason I don't rate these two Torneur classics as highly as others do. However, the atmosphere in this film is striking and weirdly beautiful. I will never forget the image of James Ellison walking off into the sea with the zombie-like Christine Gordon in his arms. Very haunting. This film is seen by many as the best film adaptation of Charlotte Bronte's classic novel ""Jane Eyre"", which the plot does resemble. It's not, and the Tom Conway/Frances Dee romance is actually quite boring. But the island rituals and general atmosphere of eeriness kept me well-entertained, and the imagery is extremely haunting.",7
215,"This is my 2nd time trying to find merit in this movie. I'm a big noir, Torneur, and b/w fan. But I just can't find the quality that others do. The movie has a premise which w/o development becomes merely a holding pattern. It never amounts to much. The B movie plot is the big problem. It has 'zombie' in the title, so waiting for the word to be spoken by anybody is a timewaster. It does an indescribably poor job at developing a coherent zombie mythos. We know what a zombie is, and that Jessica is one before it's sufficiently explained, then every single time someone contributes further zombie lore, it just gets muddier and muddier.

Only one scene is startling and modern, in which a character reaches an ethnographic understanding of the events. The storyline squanders any interest with indistinguishable comings and goings, and plot developments which are indistinct and moribund. Characters can be relied on to kill time cheaply, spouting deathly talky mumbo-jumbo. It's also claustrophobic (all the main characters turn out to be members of one family) and lethargic.",2
216,"The classic 1943 RKO chiller ""I Walked With a Zombie"" really failed to live up to my expectations. Slow moving and dull, this film does serve up some nice atmosphere and a few creepy moments. However, it ultimately seems like some turgid melodrama with a side trip into the supernatural.

Frances Dee is a Canadian nurse who is hired by Caribbean plantation owner Paul Holland (Tom Conway) to tend his ailing wife Jessica. The poor woman appears to be in a trance and is completely listless. Finding out what ails her and how to make her well forms the crux of the film. Along the way we discover there is considerable bad blood between Holland and his brother Wesley, an affair between Wesley and Jessica, love blooming between Miss Dee & Paul, and suspicion that the wife may have fallen under the influence of a voodoo curse. However, the film spends way too much time on the plantation melodrama and far too little on the supernatural aspects the outrageous title promises.

The cast is pretty solid. James Ellison somehow nabs top billing with his secondary & largely superfluous role of Wesley; his character seems pretty weak and spends his limited screen time either drinking himself stupid or whining. Frances Dee is the lead character and lends class & beauty to the proceedings although her love for Tom Conway is forced and simply unbelievable. Conway is his usual suave self & Edith Barrett gives a winning rendition as his mother. However, the most memorable performance comes from Darby Jones who is remarkably unsettling as a wide-eyed zombie named Carrefour. Jones has no dialogue & one facial expression but he conveys all the menace required from the role and then some.

""I Walked With a Zombie"" is a vastly overrated film in my opinion. It manages to convey an eerie atmosphere at times but gets bogged down in run-of-the-mill melodrama. If one is looking for a superior psychological horror film from the era I would suggest ""The Cat People,"" ""The Body Snatcher,"" and ""Isle of the Dead.""",5
